"Endpoint Name","Endpoint FQDN","IP","Update Status","Last Update","Antimalware","Managed","Online"
"Samarth’s MacBook Air-80657ccfaf9b","samarths-macbook-air.local","172.16.100.21","Updated","02 June 2026, 12:15:46","On","Yes","Online"
"Shailesh’s MacBook Air-80657cd06d89","nm113.local","192.168.114.72","Updated","02 June 2026, 11:13:39","On","Yes","Online"
"Shashankh’s MacBook Air-a4c6f01a6e3f","nla38.local","172.20.10.3","Updated","01 June 2026, 16:00:52","Unknown","Yes","02 June 2026, 09:27:26"
"Shilpa’s MacBook Air-80657ccb6ea9","shilpas-macbook-air.local","192.168.65.6","Updated","02 June 2026, 12:07:04","On","Yes","Online"
"Sid's MacBook Pro-7cf34dee6ae0","sids-macbook-pro.local","192.168.12.16","Updated","02 June 2026, 10:05:23","On","Yes","Online"
"Simone’s MacBook Air-80657cd34c4b","simones-macbook-air.local","172.16.20.145","Updated","02 June 2026, 12:03:33","On","Yes","Online"
"Stallon’s MacBook Air-80657cc747f5","stallons-macbook-air.local","192.168.100.50","Unknown","29 May 2026, 17:39:08","Unknown","Yes","29 May 2026, 22:36:35"
"Sumeet’s MacBook Air-d0880c75caa3","sumeets-macbook-air.local","192.168.29.8","Updated","02 June 2026, 12:11:24","On","Yes","Online"
"Swetlana’s MacBook Air-c0956d1f88bf","swetlanas-macbook-air.local","192.168.1.3","Unknown","25 April 2026, 22:03:19","Unknown","Yes","09 May 2026, 02:05:06"
"Systems का MacBook Air-c0956d212705","nm167.local","192.168.1.8","Updated","01 June 2026, 16:07:00","Unknown","Yes","01 June 2026, 23:28:17"
"Systems’s MacBook Air (2)-c0956d2286bd","nm207.local","192.168.15.158","Updated","02 June 2026, 00:09:48","Unknown","Yes","02 June 2026, 12:54:29"
"Systems’s MacBook Air (4)-685edd8d4f32","systemss-macbook-air.local","192.168.116.88","Updated","02 June 2026, 11:04:51","On","Yes","Online"
"Systems’s MacBook Air-80657cc96248","nm038.local","192.168.46.249","Updated","02 June 2026, 11:22:03","On","Yes","Online"
"Systems’s MacBook Air-80657ccb72c4","systemss-macbook-air.local","192.168.114.25","Updated","02 June 2026, 11:09:13","On","Yes","Online"
"Systems’s MacBook Air-c0956d1eaf67","systemss-macbook-air.local","172.16.20.221","Updated","02 June 2026, 11:15:48","Unknown","Yes","02 June 2026, 12:50:29"
"Systems’s MacBook Air-c0956d1f0827","nm258.local","10.237.25.34","Unknown","29 May 2026, 13:02:03","Unknown","Yes","02 June 2026, 00:16:17"
"System’s MacBook Air-c0956d20eee7","286.local","172.16.100.203","Updated","02 June 2026, 12:02:14","On","Yes","Online"
"TUSHAR’s MacBook Air-c0956d242349","tushars-macbook-air.local","192.168.15.5","Updated","02 June 2026, 10:06:40","On","Yes","Online"
"Tarun’s MacBook Air-d0880c70b34a","taruns-macbook-air.local","192.168.114.36","Updated","02 June 2026, 10:46:08","On","Yes","Online"
"Vikas’s MacBook Air-d0880c717cce","vikass-macbook-air-3.local","192.168.29.43","Updated","02 June 2026, 11:36:50","On","Yes","Online"
"Yadush's Mac-c0956d23821a","yadushs-mac.local","192.168.1.26","Updated","02 June 2026, 10:07:00","On","Yes","Online"
"adya.bansal-SR-C02JH3MYQ6L4-c0956d21f031","adyabansal-sr-c02jh3myq6l4-2.local","172.16.100.240","Updated","01 June 2026, 16:06:46","On","Yes","Online"
"aishwarya.rai-SR-C02HGVCHQ6L4-80657cc70f2e","aishwaryarai-sr-c02hgvchq6l4.local","192.168.29.166","Updated","02 June 2026, 10:06:15","On","Yes","Online"
"akanksha.more-SR-C02JH3WMQ6L4-c0956d232e40","akankshamore-sr-c02jh3wmq6l4.local","192.168.46.199","Updated","02 June 2026, 11:06:07","On","Yes","Online"
"akanksha.sharma-SR-C02G7VK7Q6L4-3ca6f62fc1c9","akankshasharma-sr-c02g7vk7q6l4.local","172.20.10.14","Outdated (Signatures)","01 June 2026, 12:08:44","On","Yes","Online"
"akash.hency-SR-C02JH3WKQ6L4","akashhency-sr-c02jh3wkq6l4.local","172.16.20.206","Unknown","22 January 2026, 08:02:49","Unknown","Yes","03 February 2026, 12:49:26"
"amey.khambe-SR-C02JH3RWQ6L4-c0956d203ad7","ameykhambe-sr-c02jh3rwq6l4.local","192.168.24.69","Updated","01 June 2026, 18:29:58","On","Yes","Online"
"amit.mishra-SR-C02HGTFVQ6L4-80657cc9c578","amitmishra-sr-c02hgtfvq6l4.local","192.168.0.200","Unknown","30 May 2026, 23:12:38","Unknown","Yes","02 June 2026, 07:57:24"
"anand.r-SR-C02JH3QKQ6L4-c0956d22bb10","anandr-sr-c02jh3qkq6l4.local","10.143.207.94","Updated","02 June 2026, 11:41:31","On","Yes","Online"
"anandh.kumar-SR-C02HGVL6Q6L4-80657cc7f158","anandhkumar-sr-c02hgvl6q6l4.local","10.10.30.35","Updated","02 June 2026, 10:05:20","On","Yes","Online"
"ananth.kishore-SR-FVFJ6G451WFV-d0880c71ecc7","ananthkishore-sr-fvfj6g451wfv.local","192.168.1.123","Updated","02 June 2026, 03:35:58","On","Yes","Online"
"ankitsharma-SR-C02JH3VYQ6L4-c0956d1fd23f","ankitsharma-sr-c02jh3vyq6l4.local","192.168.1.4","Updated","01 June 2026, 21:09:55","On","Yes","Online"
"anujkumar.pandey-SR-C02JH1K9Q6L4-c0956d22d31d","anujkumarpandey-sr-c02jh1k9q6l4.local","192.168.114.98","Updated","02 June 2026, 11:06:01","On","Yes","Online"
"arpit.khurana-SR-C02JH3XFQ6L4-c0956d2408b2","arpitkhurana-sr-c02jh3xfq6l4.local","10.16.56.143","Updated","02 June 2026, 06:08:08","On","Yes","Online"
"arpit.mehra-SR-C02JH3VXQ6L4-c0956d21f3c0","arpitmehra-sr-c02jh3vxq6l4.local","192.168.1.14","Unknown","15 May 2026, 18:08:43","Unknown","Yes","16 May 2026, 08:07:49"
"arun.ravichandran-SR-C02JH3QXQ6L4-c0956d217d38","arunravichandran-sr-c02jh3qxq6l4.local","10.169.197.152","Unknown","05 February 2026, 08:37:19","Unknown","Yes","19 May 2026, 16:20:33"
"ashish.saindane-SR-C02JH3MMQ6L4-c0956d1f7308","ashishsaindane-sr-c02jh3mmq6l4.local","10.250.181.92","Updated","01 June 2026, 16:02:02","Unknown","Yes","02 June 2026, 11:28:28"
"astha.jain-SR-C02JH3MFQ6L4-c0956d213c22","asthajain-sr-c02jh3mfq6l4.local","172.16.100.76","Updated","02 June 2026, 11:04:15","On","Yes","Online"
"atharv.kocharekar-SR-C02HGRS0Q6L4-80657ccd84a4","atharvkocharekar-sr-c02hgrs0q6l4.local","192.168.13.16","Unknown","04 May 2026, 12:12:28","Unknown","Yes","04 May 2026, 15:20:27"
"atharva.sarang-SR-C02FF2G5Q6L5-50ed3c44382e","atharvasarang-sr-c02ff2g5q6l5.local","192.168.110.33","Updated","02 June 2026, 11:02:29","On","Yes","Online"
"azim.ansari-SR-XCQ5CVGCQQ-603e5f837973","azimansari-sr-xcq5cvgcqq.local","192.168.1.101","Updated","02 June 2026, 12:04:26","On","Yes","Online"
"bhaskar.telagi-SR-C02JGSW5Q6L4-c0956d1ee0ad","bhaskartelagi-sr-c02jgsw5q6l4.local","192.168.114.96","Updated","02 June 2026, 12:06:28","On","Yes","Online"
"biswa.nayak-SR-C02JH3VRQ6L4-c0956d244005","biswanayak-sr-c02jh3vrq6l4.local","192.168.46.188","Updated","02 June 2026, 11:06:56","On","Yes","Online"
"darpan.amle-SR-C02JH3L1Q6L4-c0956d1faf90","nm200.local","192.168.46.181","Updated","02 June 2026, 11:09:08","On","Yes","Online"
"debasish.mondal-SR-C02JH5R8Q6L4-c0956d1ecee2","debasishmondal-sr-c02jh5r8q6l4.local","192.168.1.4","Updated","02 June 2026, 11:01:47","On","Yes","Online"
"deependra.kale-SR-C02JH3NGQ6L4-c0956d22c278","deependrakale-sr-c02jh3ngq6l4.local","192.168.0.163","Outdated (Signatures)","30 May 2026, 14:50:32","On","Yes","Online"
"dinesh.bhoje-SR-C02JH3SNQ6L4-c0956d232bd7","dineshbhoje-sr-c02jh3snq6l4.local","192.168.46.164","Updated","02 June 2026, 11:05:19","On","Yes","Online"
"dipti-SR-C02JH3DCQ6L4-c0956d22a8e9","dipti-sr-c02jh3dcq6l4.local","192.168.29.250","Updated","02 June 2026, 11:03:43","On","Yes","Online"
"faruq.kazi-SR-C02HGVRFQ6L4-80657cca86b1","faruqkazi-sr-c02hgvrfq6l4.local","192.168.116.52","Updated","02 June 2026, 10:03:02","On","Yes","Online"
"fernando.academia-SR-HXJL16FX1WFV-10bd3a623be1","fernandoacademia-sr-hxjl16fx1wfv.local","10.8.20.87","Unknown","26 March 2026, 09:38:11","Unknown","Yes","27 March 2026, 09:40:50"
"gangaram-SR-C02JH3WQQ6L4-c0956d236cee","gangaram-sr-c02jh3wqq6l4.local","192.168.1.120","Unknown","31 May 2026, 14:02:40","Unknown","Yes","01 June 2026, 00:26:04"
"gargi.sethia-SR-C02JH3C6Q6L4-c0956d1ff4e8","gargisethia-sr-c02jh3c6q6l4.local","192.168.114.104","Updated","02 June 2026, 11:11:54","On","Yes","Online"
"gunjan.mahajan-SR-C02HGKN8Q6L4-80657cd1005c","gunjanmahajan-sr-c02hgkn8q6l4.local","192.168.17.60","Updated","02 June 2026, 10:07:51","On","Yes","Online"
"harsh.shrivastava-SR-C02JH3PXQ6L4-c0956d1f4333","harshshrivastava-sr-c02jh3pxq6l4.local","172.16.20.119","Updated","02 June 2026, 12:03:37","On","Yes","Online"
"harshil.s-SR-FVFJ6ACW1WFV-d0880c73bf95","harshils-sr-fvfj6acw1wfv.local","192.168.1.112","Updated","02 June 2026, 11:05:52","On","Yes","Online"
"hitesh.kawa-SR-LXHDW0NMXF-ac0775015aca","nm319.local","192.168.19.59","Updated","02 June 2026, 10:02:53","On","Yes","Online"
"hrdaya.jain-SR-C02HGRATQ6L4-80657cc892b2","hrdayajain-sr-c02hgratq6l4.local","10.96.75.109","Unknown","23 February 2026, 15:10:41","Unknown","Yes","23 February 2026, 15:38:34"
"hrishikesh.ladikar-SR-FVFJ6CEA1WFV-d0880c792c30","hrishikeshladikar-sr-fvfj6cea1wfv.local","10.10.2.226","Unknown","26 May 2026, 12:38:44","Unknown","Yes","26 May 2026, 16:14:35"
"jatin.vermani-SR-C02JH5PLQ6L4-c0956d23ec76","nm174.local","192.168.1.3","Updated","02 June 2026, 10:02:28","On","Yes","Online"
"jeet.gagwani-SR-C02JH5QBQ6L4-c0956d211b2b","jeetgagwani-sr-c02jh5qbq6l4.local","192.168.0.112","Updated","01 June 2026, 16:06:01","Unknown","Yes","02 June 2026, 07:44:24"
"jibin.philip-SR-C02JH3VUQ6L4-c0956d20a258","jibinphilip-sr-c02jh3vuq6l4.local","192.168.1.2","Updated","02 June 2026, 00:06:21","Unknown","Yes","02 June 2026, 12:15:28"
"jibran.dalvi-SR-C02HGKT3Q6L4-80657cc914d3","jibrandalvi-sr-c02hgkt3q6l4.local","192.168.114.76","Updated","02 June 2026, 11:02:29","On","Yes","Online"
"joydeep.sarkar-SR-C02JH5P9Q6L4-c0956d1fa9cb","joydeepsarkar-sr-c02jh5p9q6l4.local","192.168.114.87","Updated","01 June 2026, 19:05:28","Unknown","Yes","02 June 2026, 12:48:29"
"jyothika.t-SR-C02HGTD3Q6L4-80657cd2e76b","jyothikat-sr-c02hgtd3q6l4.local","192.168.1.101","Updated","02 June 2026, 12:09:05","On","Yes","Online"
"k.vaishnavi-SR-C02JH3XXQ6L4-c0956d1fd026","kvaishnavi-sr-c02jh3xxq6l4.local","192.168.1.62","Updated","01 June 2026, 19:07:42","On","Yes","Online"
"kanishka.yogi-SR-C02JH9UHQ6L4-c0956d291ef4","nm297.local","172.16.20.178","Updated","02 June 2026, 11:09:54","On","Yes","Online"
"kapil.sharma-SR-C02JH3RQQ6L4-c0956d1f262c","kapilsharma-sr-c02jh3rqq6l4.local","2409:4090:1a:1412:38d6:aaae:ca5e:a3c8","Updated","01 June 2026, 16:10:54","Unknown","Yes","02 June 2026, 10:15:27"
"karthik.ms-SR-C02JH3P0Q6L4-c0956d23dd73","karthikms-sr-c02jh3p0q6l4.local","192.168.0.235","Unknown","05 March 2026, 11:09:01","Unknown","Yes","05 March 2026, 19:10:18"
"kevin.kunnapilly-SR-T56FXHXGK4-a4cf9988aa6c","nm304.local","172.16.20.246","Updated","02 June 2026, 11:03:37","Unknown","Yes","02 June 2026, 12:57:29"
"khilin.satra-SR-FVFJ6CRC1WFV-d0880c75d74b","khilinsatra-sr-fvfj6crc1wfv.local","192.168.5.9","Unknown","16 March 2026, 15:04:18","Unknown","Yes","16 March 2026, 17:45:57"
"kiran.patil-SR-C02JH3MKQ6L4-c0956d20efcb","kiranpatil-sr-c02jh3mkq6l4.local","192.168.1.8","Unknown","29 May 2026, 09:49:33","Unknown","Yes","29 May 2026, 10:52:29"
"kishore.kumar-SR-C02JH3U3Q6L4","kishorekumar-sr-c02jh3u3q6l4.local","192.168.1.79","Unknown","12 December 2025, 19:43:43","Unknown","Yes","13 December 2025, 14:18:23"
"kristin.johnson-SR-J2C3W6N3LH-68cac499ae28","kristinjohnson-sr-j2c3w6n3lh.local","192.168.0.8","Updated","02 June 2026, 00:37:23","Unknown","Yes","02 June 2026, 10:57:28"
"krithikrishnan.g-SR-C02HGTX1Q6L4-80657cd58fd8","krithikrishnang-sr-c02hgtx1q6l4.local","172.16.20.124","Updated","02 June 2026, 10:03:05","On","Yes","Online"
"kunal.jeswani-SR-C02JH3R1Q6L4-c0956d233ccb","kunaljeswani-sr-c02jh3r1q6l4.local","192.168.46.243","Updated","02 June 2026, 11:06:28","On","Yes","Online"
"kunal.khatri-SR-C02JH3LQQ6L4-c0956d213e3f","kunalkhatri-sr-c02jh3lqq6l4.local","192.168.24.25","Updated","02 June 2026, 11:05:54","On","Yes","Online"
"lekha.kambli-SR-DC6NXDG20N-ac0775048168","lekhakambli-sr-dc6nxdg20n.local","192.168.3.26","Updated","02 June 2026, 11:07:36","On","Yes","Online"
"leonardo.callipo-SR-FVFK34E81WFV","leonardocallipo-sr-fvfk34e81wfv.local","192.168.15.5","Unknown","28 November 2025, 18:01:24","Unknown","Yes","01 December 2025, 23:42:29"
"madhusha.bhati-SR-C02JH5U6Q6L4-c0956d223f15","madhushabhati-sr-c02jh5u6q6l4.local","192.168.13.118","Updated","02 June 2026, 11:05:13","Unknown","Yes","02 June 2026, 12:45:29"
"mahendra.sahu-SR-C0DQ62HKHY-ac077500e695","nm341.local","192.168.115.6","Updated","02 June 2026, 12:08:07","On","Yes","Online"
"mahesh.walunj-SR-HWYT6F64GQ-ac0775012ce3","nm340.local","192.168.46.211","Outdated (Signatures)","27 May 2026, 16:09:11","On","Yes","Online"
"maheshp-SR-C02JH5S3Q6L4-c0956d20477b","nm184.local","192.168.0.211","Updated","02 June 2026, 11:11:37","On","Yes","Online"
"manish-SR-C02JH3LZQ6L4-c0956d1e8923","manish-sr-c02jh3lzq6l4.local","192.168.46.114","Updated","02 June 2026, 12:07:59","On","Yes","Online"
"mohamed.fasiur-SR-FVFJ6C6F1WFV-d0880c7c5a72","mohamedfasiur-sr-fvfj6c6f1wfv.local","192.168.68.123","Updated","01 June 2026, 19:04:26","Unknown","Yes","02 June 2026, 12:17:28"
"mohit.jaiswal-SR-C02JH3L6Q6L4-c0956d22a894","mohitjaiswal-sr-c02jh3l6q6l4.local","192.168.114.107","Updated","02 June 2026, 10:03:06","On","Yes","Online"
"nandini.kumari-SR-C02HGJ1MQ6L4-80657cc925f4","nandinikumari-sr-c02hgj1mq6l4.local","192.168.114.1","Updated","02 June 2026, 11:11:23","On","Yes","Online"
"narayanan.iyer-SR-C02JH3NUQ6L4-c0956d1f5ab7","narayananiyer-sr-c02jh3nuq6l4.local","192.168.13.128","Updated","02 June 2026, 11:13:36","On","Yes","Online"
"naveen.mechu-SR-FVFJ6G9Q1WFV-d0880c72d0c9","naveenmechu-sr-fvfj6g9q1wfv.local","172.16.100.241","Updated","02 June 2026, 10:05:08","On","Yes","Online"
"neha.s-SR-C02HGT7UQ6L4-80657ccd6804","nm042.local","172.16.100.60","Updated","02 June 2026, 11:08:20","On","Yes","Online"
"nl131-d0880c77c402","nl131.local","192.168.114.47","Updated","02 June 2026, 10:04:58","On","Yes","Online"
"parth.gosalia-SR-C02JH3PGQ6L4-c0956d2312a9","parthgosalia-sr-c02jh3pgq6l4.local","192.168.46.156","Updated","02 June 2026, 12:07:49","On","Yes","Online"
"parth.shukla-SR-C02JH3LYQ6L4-c0956d1e8f95","parthshukla-sr-c02jh3lyq6l4.local","192.168.1.5","Unknown","31 May 2026, 18:04:40","Unknown","Yes","31 May 2026, 20:59:03"
"pawan.rao-SR-C02JH3BWQ6L4-c0956d23450a","pawanrao-sr-c02jh3bwq6l4.local","192.168.114.101","Updated","02 June 2026, 10:10:48","Unknown","Yes","02 June 2026, 12:50:29"
"per.caroe-SR-G3FVMJQ2V6-68cac4999d78","percaroe-sr-g3fvmjq2v6.local","192.168.1.39","Unknown","02 April 2026, 20:40:45","Unknown","Yes","02 April 2026, 22:29:25"
"poornima.kolli-SR-C02JH3TUQ6L4-c0956d1f2635","nm271.local","172.16.20.54","Updated","02 June 2026, 12:10:36","On","Yes","Online"
"prabhat.sengar-SR-C02JGR45Q6L4-c0956d230c3e","prabhatsengar-sr-c02jgr45q6l4.local","172.16.20.245","Updated","02 June 2026, 11:06:15","On","Yes","Online"
"prajakta.talegaonkar-SR-FVFJ6ACE1WFV-d0880c78e913","prajaktatalegaonkar-sr-fvfj6ace1wfv.local","192.168.1.12","Updated","02 June 2026, 12:10:11","On","Yes","Online"
"prashant.nikam-SR-C02JH3QHQ6L4-c0956d1f964f","prashantnikam-sr-c02jh3qhq6l4.local","192.168.0.105","Updated","02 June 2026, 12:13:42","On","Yes","Online"
"prashast.trigunait-SR-C02JH3RTQ6L4-c0956d232f04","prashasttrigunait-sr-c02jh3rtq6l4.local","192.168.102.9","Updated","01 June 2026, 18:02:08","On","Yes","Online"
"rahul.pillai-SR-C02JH3RNQ6L4-c0956d21eea3","rahulpillai-sr-c02jh3rnq6l4.local","192.168.17.55","Updated","02 June 2026, 12:05:43","On","Yes","Online"
"rahul.sinha-SR-C02JH5UDQ6L4-c0956d234071","rahulsinha-sr-c02jh5udq6l4.local","192.168.1.17","Updated","02 June 2026, 11:22:52","On","Yes","Online"
"ramakrishna.kasuba-SR-DN47WY219Q-9c3e5387a609","nm88.local","172.16.20.251","Updated","02 June 2026, 11:06:43","On","Yes","Online"
"rohan.deshmukh-SR-FVFJ66TAQ6L4-d0880c761fa2","rohandeshmukh-sr-fvfj66taq6l4.local","192.168.46.222","Updated","02 June 2026, 12:04:37","On","Yes","Online"
"ronish.shah-SR-C02JGSUVQ6L4-c0956d1f114b","ronishshah-sr-c02jgsuvq6l4.local","192.168.46.177","Updated","02 June 2026, 10:47:38","On","Yes","Online"
"sai.kiran-SR-FVFJ6GA81WFV-d0880c7939fd","saikiran-sr-fvfj6ga81wfv.local","172.16.20.27","Updated","02 June 2026, 11:03:31","On","Yes","Online"
"sakshi.yadav-SR-C02JH9UFQ6L4-c0956d301845","sakshiyadav-sr-c02jh9ufq6l4.local","192.168.46.195","Updated","02 June 2026, 11:09:01","On","Yes","Online"
"sana.zarar-SR-C02JH3LUQ6L4-c0956d1fa53c","sanazarar-sr-c02jh3luq6l4.local","192.168.19.36","Updated","02 June 2026, 10:08:39","On","Yes","Online"
"satish.kokate-SR-C02HGVM1Q6L4-80657cd50d4a","satishkokate-sr-c02hgvm1q6l4.local","192.168.114.5","Updated","02 June 2026, 10:10:57","On","Yes","Online"
"satish.sahu-SR-J0J79DFRQ4-2cca1680de43","satishsahu-sr-j0j79dfrq4.local","172.16.20.209","Updated","02 June 2026, 11:04:55","On","Yes","Online"
"satyabrata.acharya-SR-C02JH3MBQ6L4-c0956d219739","nm221.local","172.16.20.225","Updated","02 June 2026, 11:04:54","On","Yes","Online"
"savita.shetty-SR-C02JH3LKQ6L4-c0956d21c4ea","savitashetty-sr-c02jh3lkq6l4.local","192.168.1.42","Updated","02 June 2026, 10:11:20","On","Yes","Online"
"sebastian.maldonado-SR-FVFJ6A64Q6L4-d0880c778882","sebastianmaldonado-sr-fvfj6a64q6l4.local","192.168.1.40","Updated","02 June 2026, 10:30:44","On","Yes","Online"
"shakir.bakali-SR-C02HGUAWQ6L4-80657cc8ad7e","shakirbakali-sr-c02hguawq6l4.local","192.168.46.201","Updated","02 June 2026, 11:10:45","On","Yes","Online"
"shashi.singh-SR-FVFJ64RG1WFV-d0880c73dd57","shashisingh-sr-fvfj64rg1wfv.local","192.168.1.13","Updated","01 June 2026, 16:04:58","Unknown","Yes","02 June 2026, 12:33:29"
"sheldon.pereira-SR-FVFK15K91WFY-70aed543d1dc","sheldonpereira-sr-fvfk15k91wfy.local","192.168.0.142","Updated","02 June 2026, 12:32:00","On","Yes","Online"
"shipra.choudhary-SR-FVFJ6BN91WFV-d0880c7225aa","shiprachoudhary-sr-fvfj6bn91wfv.local","192.168.1.3","Updated","02 June 2026, 10:07:56","On","Yes","Online"
"shreyans.dugar-SR-C02JH3MLQ6L4-c0956d2128ce","shreyansdugar-sr-c02jh3mlq6l4.local","10.199.51.237","Updated","02 June 2026, 09:05:24","Unknown","Yes","02 June 2026, 10:14:27"
"shreyas.lad-SR-FQC6R005N9-80a99745390a","nm314.local","192.168.17.56","Unknown","03 April 2026, 17:03:32","Unknown","Yes","06 April 2026, 11:27:13"
"shreyas.mulgund-SR-C02HGWC3Q6L4-80657ccf501f","shreyasmulgund-sr-c02hgwc3q6l4.local","192.168.65.40","Updated","02 June 2026, 11:10:22","On","Yes","Online"
"shruti.parthasarathy-SR-C02HGVJPQ6L4-80657cc9df2b","shrutiparthasarathy-sr-c02hgvjpq6l4.local","192.168.29.121","Unknown","31 May 2026, 14:41:08","Unknown","Yes","02 June 2026, 12:14:28"
"shwetha.r-SR-C17G65BCQ6L4-3ca6f6327bed","nm1143.local","172.16.20.113","Updated","02 June 2026, 10:11:31","On","Yes","Online"
"sonali.raturi-SR-C02JH3RMQ6L4-c0956d2404e7","sonaliraturi-sr-c02jh3rmq6l4.local","10.46.78.118","Updated","01 June 2026, 19:08:47","On","Yes","Online"
"sonu.kumar-SR-C6V3395C2D-5ce91eb72ab3","sonukumar-sr-c6v3395c2d.local","10.10.30.47","Updated","02 June 2026, 10:03:17","On","Yes","Online"
"sunny.sinha-SR-C02JH3MCQ6L4-c0956d21f5b9","sunnysinha-sr-c02jh3mcq6l4.local","192.168.1.3","Updated","02 June 2026, 11:03:33","On","Yes","Online"
"surajkumar.vk-SR-YXGJ79G6FH-603e5f874562","surajkumarvk-sr-yxgj79g6fh.local","192.168.0.103","Updated","02 June 2026, 10:07:04","On","Yes","Online"
"suresh.babu-SR-C02JH68PQ6L4-c0956d1f2e40","nm299.local","192.168.46.185","Updated","02 June 2026, 12:06:39","On","Yes","Online"
"swarada.joshi-SR-C02JH3M0Q6L4-c0956d20900b","swaradajoshi-sr-c02jh3m0q6l4.local","192.168.46.146","Updated","02 June 2026, 11:03:28","On","Yes","Online"
"swarnima.gupta-SR-C02HGRJ9Q6L4-80657cda72b1","swarnimagupta-sr-c02hgrj9q6l4.local","192.168.1.9","Updated","02 June 2026, 11:03:20","On","Yes","Online"
"systems का MacBook Air-80657cce8273","nm063.local","192.168.114.71","Updated","02 June 2026, 10:10:55","On","Yes","Online"
"systems का MacBook Air-c0956d21f28c","nm239.local","192.168.12.30","Unknown","29 May 2026, 17:07:56","Unknown","Yes","29 May 2026, 18:45:32"
"systems-SR-C02HGV8WQ6L4-80657cc9d49e","systems-sr-c02hgv8wq6l4.local","2402:3a80:4284:1620:f46a:bcd8:de47:9f79","Updated","02 June 2026, 11:05:00","On","Yes","Online"
"systems’s MacBook Air","nm160.local","10.10.30.98","Unknown","12 February 2026, 01:09:05","Unknown","Yes","12 February 2026, 10:29:50"
"systems’s MacBook Air","nm236.local","192.168.1.99","Unknown","23 December 2025, 07:35:10","Unknown","Yes","23 December 2025, 14:10:20"
"systems’s MacBook Air","nm148.local","192.168.114.64","Unknown","21 January 2026, 20:04:00","Unknown","Yes","21 January 2026, 21:26:25"
"systems’s MacBook Air (2)-2cca167f5e31","nm321.local","192.168.46.210","Updated","02 June 2026, 09:03:19","On","Yes","Online"
"systems’s MacBook Air (3)-80657cd2a8ce","nm064.local","10.10.30.94","Updated","01 June 2026, 18:29:29","On","Yes","Online"
"systems’s MacBook Air (3)-c0956d218d70","nm291.local","192.168.0.103","Outdated (Signatures)","27 May 2026, 18:09:33","On","Yes","Online"
"systems’s MacBook Air (4)-d0880c7212fa","nm103.local","10.10.30.54","Unknown","20 May 2026, 14:36:57","Unknown","Yes","22 May 2026, 15:50:42"
"systems’s MacBook Air-2cca168559ba","nm323.local","192.168.29.28","Updated","02 June 2026, 10:04:56","On","Yes","Online"
"systems’s MacBook Air-34f68dea98f2","nm048.local","192.168.46.223","Updated","02 June 2026, 11:06:59","On","Yes","Online"
"systems’s MacBook Air-34f68dea9aa5","nm047.local","192.168.0.110","Updated","02 June 2026, 11:08:47","On","Yes","Online"
"systems’s MacBook Air-80657cc6e767","nm007.local","10.44.1.163","Updated","02 June 2026, 10:07:26","On","Yes","Online"
"systems’s MacBook Air-80657cc72550","systemss-macbook-air.local","2409:40c0:1060:f9b0:dc98:be40:80cb:d34e","Updated","01 June 2026, 16:38:22","On","Yes","Online"
"systems’s MacBook Air-80657cc80286","nm027.local","192.168.1.101","Updated","02 June 2026, 12:11:22","On","Yes","Online"
"systems’s MacBook Air-80657cc92b12","nm009.local","192.168.46.247","Updated","02 June 2026, 12:03:32","On","Yes","Online"
"systems’s MacBook Air-80657cc95885","nm026.local","192.168.1.4","Updated","01 June 2026, 19:06:01","On","Yes","Online"
"systems’s MacBook Air-80657cc9af47","nm018.local","192.168.1.3","Updated","02 June 2026, 10:10:08","On","Yes","Online"
"systems’s MacBook Air-80657cc9f6e4","nm040.local","172.16.100.120","Updated","02 June 2026, 12:05:37","On","Yes","Online"
"systems’s MacBook Air-80657ccb0d8e","nm019.local","10.10.30.159","Updated","02 June 2026, 11:10:22","On","Yes","Online"
"systems’s MacBook Air-80657ccb38e4","nm091.local","172.16.20.144","Unknown","30 April 2026, 18:06:50","Unknown","Yes","30 April 2026, 18:40:49"
"systems’s MacBook Air-80657ccb5d88","nm066.local","192.168.9.20","Updated","02 June 2026, 10:43:21","On","Yes","Online"
"systems’s MacBook Air-80657ccd294a","nm070.local","192.168.19.69","Unknown","20 February 2026, 12:10:19","Unknown","Yes","20 February 2026, 16:17:57"
"systems’s MacBook Air-80657ccd9c7e","nm025.local","192.168.114.2","Updated","02 June 2026, 12:08:25","On","Yes","Online"
"systems’s MacBook Air-80657cd5eedf","nm058.local","172.16.20.159","Updated","02 June 2026, 11:07:58","On","Yes","Online"
"systems’s MacBook Air-80657cd672da","nm069.local","192.168.46.245","Updated","02 June 2026, 11:37:12","On","Yes","Online"
"systems’s MacBook Air-80657cd7a3a2","nm081.local","10.101.7.77","Outdated (Signatures)","28 May 2026, 16:16:55","On","Yes","Online"
"systems’s MacBook Air-80657cda5cc0","nm094.local","192.168.0.132","Updated","02 June 2026, 12:11:30","On","Yes","Online"
"systems’s MacBook Air-80657cda5edf","nm049.local","192.168.88.6","Unknown","09 May 2026, 13:09:51","Unknown","Yes","09 May 2026, 18:32:15"
"systems’s MacBook Air-c0956d1ebbcb","nm154.local","192.168.1.5","Unknown","21 April 2026, 11:55:55","Unknown","Yes","29 April 2026, 14:15:30"
"systems’s MacBook Air-c0956d1edaad","nm287.local","172.16.100.26","Updated","02 June 2026, 11:06:12","On","Yes","Online"
